Timestamp,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Strain (με),Temp (°C),Condition Label
2025-04-19 00:00:00,0.14901424590336979,0.4198066309758006,9.742482172502562,61.84384884245218,23.7047595925526,0
2025-04-19 00:00:01,-0.0414792903513554,0.27739010487383065,9.795548132928449,82.79229978440996,24.953194766591373,0
2025-04-19 00:00:02,0.19430656143020775,0.01788911097605224,9.730758007900004,91.72788933156711,25.02702530806667,0
2025-04-19 00:00:03,0.45690895692240757,-0.19408103331167217,9.779203847036097,137.7537531468038,25.70894551876511,0
2025-04-19 00:00:04,-0.07024601241700079,0.20946699408407696,9.620638533304621,111.13106249067516,22.94971245507876,0
2025-04-19 00:00:05,-0.07024108708475416,0.11804561562652488,9.831329370737294,73.29036861800218,25.888850910770994,0
2025-04-19 00:00:06,0.47376384465221744,0.26855796600831966,9.810120547536222,109.72072578835274,20.943412552595838,0
2025-04-19 00:00:07,0.4759628468545492,0.19055154050459086,9.728291136893182,99.05392022123269,24.055173171454285,1
2025-04-19 00:00:08,-0.14084231578048562,0.31486581459580054,9.87592456684324,121.65382107774147,24.26758923632268,0
2025-04-19 00:00:09,0.1627680130757894,-0.1605705634681704,9.903757013762656,90.57750696364243,25.949990239106857,0
2025-04-19 00:00:10,-0.13902530784373868,0.3952182196902977,9.649244013563104,98.12727622521658,25.033946279015304,0
2025-04-19 00:00:11,0.7799253688382723,0.05927988140771989,9.73372752214338,186.51593295084382,23.82261425188483,2
2025-04-19 00:00:12,0.07258868146981023,0.6225782617875796,9.73308576502127,74.256728628315,23.522510311274477,0
2025-04-19 00:00:13,-0.3148704616049461,-0.20675634542687035,9.716009689889114,102.05763629774017,25.29802001432111,1
2025-04-19 00:00:14,-0.5174753497539099,0.5207891409495747,9.892947484193176,88.3280134730799,24.881398987203166,0
2025-04-19 00:00:15,-0.1686862587722918,0.05937323503879433,9.79061738612272,120.76757702038634,24.13131383554638,0
2025-04-19 00:00:16,-0.3038493361003271,-0.1954254010843345,9.78354851586894,69.61307849046315,24.278749315732032,0
2025-04-19 00:00:17,0.09427419977858216,-0.14516575021629646,9.609613763559326,43.35688803778862,26.044251995738932,0
2025-04-19 00:00:18,0.20619848337194074,-0.09610419245829604,9.873541803020924,150.97682283182002,26.194583938074327,2
2025-04-19 00:00:19,-0.2731354437936386,0.12724978392057493,9.686074160514654,171.0348159982184,25.91517365629107,2
2025-04-19 00:00:20,0.4396946306764662,0.15685064641064989,9.815993263026634,124.00523499477659,28.254904882120815,0
2025-04-19 00:00:21,-0.06773289014596069,-0.17211000118157369,9.83773769379582,90.73677275829202,22.864476044674117,0
2025-04-19 00:00:22,0.19514965469396495,-0.007306377678294852,9.946065859583866,151.77146785767997,21.968950117369655,2
2025-04-19 00:00:23,-0.42742445586403705,0.6426811075835591,9.679117960088089,,26.17538449719791,0
2025-04-19 00:00:24,-0.1633148173575548,0.5182629510302134,9.508048784417918,62.605166006091586,23.982035408058845,0
2025-04-19 00:00:25,0.03327677691295983,0.13089710090220963,9.82838495447537,92.22958449633981,24.52264370838607,0
2025-04-19 00:00:26,-0.3452980732266908,0.011401043450460085,9.990051118151086,103.80847779850116,23.828265432803327,0
2025-04-19 00:00:27,0.11270940550370158,0.03600939801547839,9.933894635293944,108.98437442570068,24.61029978884873,0
2025-04-19 00:00:28,-0.1801916069756415,0.18405539181912497,9.830965941527463,89.80386613618235,27.39780716814451,0
2025-04-19 00:00:29,-0.08750812493798303,-0.30683776955952163,9.760836381436796,100.68882023411683,26.203192687927178,0
2025-04-19 00:00:30,-0.18051198366881907,-0.07721296122700352,9.890712259663731,50.23345293174021,26.293335267830464,0
2025-04-19 00:00:31,0.5556834553526813,-0.5005752221632768,9.712645380029553,86.83503175332304,22.87565941631103,0
